index,repo,repoType,sizeUsers,group,groupSize
87,sindresorhus/grunt-php,User,90,developer-merger,1
87,sindresorhus/grunt-php,User,90,developer-reporter-merger-commenter,1
87,sindresorhus/grunt-php,User,90,reporter-commenter-cheerleader,1
87,sindresorhus/grunt-php,User,90,developer-reporter-commenter,2
87,sindresorhus/grunt-php,User,90,developer-reporter,2
87,sindresorhus/grunt-php,User,90,developer-merger-commenter,2
88,wcoder/highlightjs-line-numbers.js,User,87,reporter,43
88,wcoder/highlightjs-line-numbers.js,User,87,commenter,11
88,wcoder/highlightjs-line-numbers.js,User,87,reporter-cheerleader,2
88,wcoder/highlightjs-line-numbers.js,User,87,developer,6
88,wcoder/highlightjs-line-numbers.js,User,87,developer-reviewer-commenter-cheerleader,1
88,wcoder/highlightjs-line-numbers.js,User,87,commenter-cheerleader,3
88,wcoder/highlightjs-line-numbers.js,User,87,reporter-commenter-cheerleader,1
88,wcoder/highlightjs-line-numbers.js,User,87,developer-commenter,3
88,wcoder/highlightjs-line-numbers.js,User,87,developer-reporter,2
88,wcoder/highlightjs-line-numbers.js,User,87,developer-reporter-cheerleader,1
88,wcoder/highlightjs-line-numbers.js,User,87,developer-reporter-merger-reviewer-commenter-cheerleader,1
88,wcoder/highlightjs-line-numbers.js,User,87,cheerleader,13
89,wasmerio/wasmer-js,Organization,39,developer,2
89,wasmerio/wasmer-js,Organization,39,commenter,3
89,wasmerio/wasmer-js,Organization,39,reporter-cheerleader,3
89,wasmerio/wasmer-js,Organization,39,reviewer,1
89,wasmerio/wasmer-js,Organization,39,reviewer-commenter-cheerleader,1
89,wasmerio/wasmer-js,Organization,39,developer-reporter-cheerleader,2
89,wasmerio/wasmer-js,Organization,39,reporter,11
89,wasmerio/wasmer-js,Organization,39,reporter-commenter,2
89,wasmerio/wasmer-js,Organization,39,developer-reporter,1
89,wasmerio/wasmer-js,Organization,39,developer-reporter-reviewer,1
89,wasmerio/wasmer-js,Organization,39,developer-reporter-reviewer-commenter-cheerleader,1
89,wasmerio/wasmer-js,Organization,39,developer-commenter-cheerleader,1
89,wasmerio/wasmer-js,Organization,39,developer-reporter-reviewer-cheerleader,2
89,wasmerio/wasmer-js,Organization,39,developer-reporter-merger-commenter-cheerleader,1
89,wasmerio/wasmer-js,Organization,39,developer-reporter-merger-reviewer-commenter-cheerleader,2
89,wasmerio/wasmer-js,Organization,39,commenter-cheerleader,1
89,wasmerio/wasmer-js,Organization,39,cheerleader,4
90,sindresorhus/class-names,User,4,developer-merger,1
90,sindresorhus/class-names,User,4,reporter-cheerleader,1
90,sindresorhus/class-names,User,4,reporter,1
90,sindresorhus/class-names,User,4,developer-commenter,1
91,sindresorhus/bitbar,User,21,commenter,4
91,sindresorhus/bitbar,User,21,reporter,4
91,sindresorhus/bitbar,User,21,developer,1
91,sindresorhus/bitbar,User,21,developer-reporter-merger,2
91,sindresorhus/bitbar,User,21,developer-merger-cheerleader,1
91,sindresorhus/bitbar,User,21,developer-reporter,1
91,sindresorhus/bitbar,User,21,developer-reporter-merger-reviewer-cheerleader,1
91,sindresorhus/bitbar,User,21,developer-reporter-merger-commenter-cheerleader,1
91,sindresorhus/bitbar,User,21,developer-merger,1
91,sindresorhus/bitbar,User,21,developer-reporter-reviewer-commenter,1
91,sindresorhus/bitbar,User,21,developer-reviewer,1
91,sindresorhus/bitbar,User,21,cheerleader,3
92,sindresorhus/electron-serve,User,28,commenter,8
92,sindresorhus/electron-serve,User,28,reporter,9
92,sindresorhus/electron-serve,User,28,developer-merger-cheerleader,1
92,sindresorhus/electron-serve,User,28,developer-merger-commenter-cheerleader,2
92,sindresorhus/electron-serve,User,28,developer-reporter,1
92,sindresorhus/electron-serve,User,28,commenter-cheerleader,1
92,sindresorhus/electron-serve,User,28,developer-reporter-merger-reviewer-commenter-cheerleader,1
92,sindresorhus/electron-serve,User,28,developer-merger,1
92,sindresorhus/electron-serve,User,28,reporter-cheerleader,1
92,sindresorhus/electron-serve,User,28,developer-reporter-reviewer-commenter-cheerleader,1
92,sindresorhus/electron-serve,User,28,cheerleader,2
93,sindresorhus/term-img,User,15,developer-merger-cheerleader,1
93,sindresorhus/term-img,User,15,developer-reporter-merger,1
93,sindresorhus/term-img,User,15,developer-reporter-merger-reviewer,2
93,sindresorhus/term-img,User,15,commenter,1
93,sindresorhus/term-img,User,15,reporter,2
93,sindresorhus/term-img,User,15,commenter-cheerleader,1
93,sindresorhus/term-img,User,15,developer-reporter-reviewer-commenter,1
93,sindresorhus/term-img,User,15,cheerleader,6
94,tinify/tinify-nodejs,Organization,43,commenter,8
94,tinify/tinify-nodejs,Organization,43,reporter,21
94,tinify/tinify-nodejs,Organization,43,commenter-cheerleader,3
94,tinify/tinify-nodejs,Organization,43,developer-commenter,3
94,tinify/tinify-nodejs,Organization,43,reporter-cheerleader,4
94,tinify/tinify-nodejs,Organization,43,cheerleader,4
95,crewdevio/Trex,Organization,9,reporter,2
95,crewdevio/Trex,Organization,9,developer-reporter-merger-reviewer-commenter,1
95,crewdevio/Trex,Organization,9,developer-reporter-merger-reviewer-commenter-cheerleader,1
95,crewdevio/Trex,Organization,9,reporter-commenter,1
95,crewdevio/Trex,Organization,9,developer-reporter-merger-reviewer-cheerleader,1
95,crewdevio/Trex,Organization,9,reporter-cheerleader,1
95,crewdevio/Trex,Organization,9,cheerleader,2
96,shelfio/jest-mongodb,Organization,113,reporter,21
96,shelfio/jest-mongodb,Organization,113,commenter,18
96,shelfio/jest-mongodb,Organization,113,commenter-cheerleader,10
96,shelfio/jest-mongodb,Organization,113,developer-commenter,1
96,shelfio/jest-mongodb,Organization,113,reporter-commenter-cheerleader,1
96,shelfio/jest-mongodb,Organization,113,developer,5
96,shelfio/jest-mongodb,Organization,113,reporter-cheerleader,7
96,shelfio/jest-mongodb,Organization,113,developer-reporter,3
96,shelfio/jest-mongodb,Organization,113,reporter-commenter,1
96,shelfio/jest-mongodb,Organization,113,developer-cheerleader,1
96,shelfio/jest-mongodb,Organization,113,developer-reporter-cheerleader,1
96,shelfio/jest-mongodb,Organization,113,developer-merger-reviewer-commenter-cheerleader,2
96,shelfio/jest-mongodb,Organization,113,developer-merger,1
96,shelfio/jest-mongodb,Organization,113,developer-reporter-reviewer-commenter,1
96,shelfio/jest-mongodb,Organization,113,cheerleader,40
97,kabirvirji/singlespotify,User,4,developer,2
97,kabirvirji/singlespotify,User,4,reporter,1
97,kabirvirji/singlespotify,User,4,developer-merger-commenter,1
98,darlanrod/input-range-scss,User,21,developer,7
98,darlanrod/input-range-scss,User,21,developer-reporter,1
98,darlanrod/input-range-scss,User,21,developer-commenter-cheerleader,1
98,darlanrod/input-range-scss,User,21,reporter,7
98,darlanrod/input-range-scss,User,21,developer-cheerleader,1
98,darlanrod/input-range-scss,User,21,developer-merger-commenter-cheerleader,1
98,darlanrod/input-range-scss,User,21,reporter-cheerleader,1
98,darlanrod/input-range-scss,User,21,cheerleader,2
99,dalenguyen/firestore-backup-restore,User,67,developer,7
99,dalenguyen/firestore-backup-restore,User,67,reporter-commenter,1
99,dalenguyen/firestore-backup-restore,User,67,reporter,24
99,dalenguyen/firestore-backup-restore,User,67,commenter,8
99,dalenguyen/firestore-backup-restore,User,67,commenter-cheerleader,2
99,dalenguyen/firestore-backup-restore,User,67,reporter-commenter-cheerleader,1
99,dalenguyen/firestore-backup-restore,User,67,developer-reporter,2
99,dalenguyen/firestore-backup-restore,User,67,developer-reporter-cheerleader,1
99,dalenguyen/firestore-backup-restore,User,67,developer-commenter-cheerleader,2
99,dalenguyen/firestore-backup-restore,User,67,developer-merger-reviewer-commenter-cheerleader,1
99,dalenguyen/firestore-backup-restore,User,67,reporter-cheerleader,4
99,dalenguyen/firestore-backup-restore,User,67,developer-reporter-commenter-cheerleader,2
99,dalenguyen/firestore-backup-restore,User,67,cheerleader,12
